barcode,brand_id,category,categoryCode,cpgOid,name,topBrand,brandCode
5.11111E+11,585a9653e4b03e62d1ce0e7b,Beverages,,5332f5fbe4b03c9a25efd0ba,Dole Chilled Fruit Juices,FALSE,DOLE CHILLED FRUIT JUICES
5.11112E+11,5f35a0bcbe37ce6853cff20b,Baking,BAKING,5f35a0bcbe37ce6853cff20a,test brand @1597350076586,,
5.11112E+11,5332f70ee4b03c9a25efd0f7,,,5332f5f3e4b03c9a25efd0ae,Haagen-Dazs,,
5.11112E+11,592486bfe410d61fcea3d13a,Personal Care,,5332f5f6e4b03c9a25efd0b4,SUAVE,FALSE,SUAVE
5.11111E+11,57ebbed8e4b0ac389136a32e,Condiments & Sauces,,559c2234e4b06aca36af13c6,Classico,FALSE,CLASSICO
5.11111E+11,57c08275e4b0718ff5fcb036,,,5332f7a7e4b03c9a25efd134,Brahma,,
5.11112E+11,5fb82a34be37ce522e165ce5,Grocery,GROCERY,5fb6b608be37ce522e165cb9,Stroehmann,FALSE,STROEHMANN
5.11111E+11,5d66d9016d5f3b6188d4f04a,Beverages,,5332f5fbe4b03c9a25efd0ba,Bubly Sparkling Water,FALSE,BUBLY
5.11111E+11,5ab152fae4b0be0a89bb0b05,Grocery,,5a734034e4b0d58f376be874,1915 Bolthouse Farms,FALSE,1915 BOLTHOUSE FARMS
5.11111E+11,5ff75cdfbe37ce1e961f3291,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610046687624,FALSE,TEST BRANDCODE @1610046687624
5.11111E+11,5ff75cdebe37ce1e961f328d,Baking,BAKING,5ff75cdebe37ce1e961f328c,test brand @1610046686954,FALSE,TEST BRANDCODE @1610046686954
5.11112E+11,5ff768d4be37ce1e961f329a,Baking,BAKING,5ff768d4be37ce1e961f3299,test brand @1610049748078,FALSE,TEST BRANDCODE @1610049748079
5.11111E+11,5e5ff32bee7f2d0b35b2a190,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,MIRALAXÂ®LAXATIVES,FALSE,MIRALAX LAXATIVES
5.11111E+11,5fd3ae1fbe37ce0d9386bb56,Baking,BAKING,5fd3ae1fbe37ce0d9386bb54,test brand @1607708191128,FALSE,TEST BRANDCODE @1607708191128
5.11112E+11,5fd3ae1fbe37ce0d9386bb57,Baking,BAKING,5fd3ae1fbe37ce0d9386bb54,test brand @1607708191160,FALSE,TEST BRANDCODE @1607708191160
5.11111E+11,5fd3ae1fbe37ce0d9386bb58,Baking,BAKING,5fd3ae1fbe37ce0d9386bb54,test brand @1607708191197,FALSE,TEST BRANDCODE @1607708191197
5.11112E+11,5fd3ae1fbe37ce0d9386bb59,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1607708191721,FALSE,TEST BRANDCODE @1607708191721
5.11112E+11,5fd3ae20be37ce0d9386bb5b,Baking,BAKING,5fd3ae20be37ce0d9386bb5a,test brand @1607708192160,FALSE,
5.11112E+11,5fff3aa0be37ce2bb793011a,Baking,BAKING,5fff3aa0be37ce2bb7930116,test brand @1610562208718,FALSE,TEST BRANDCODE @1610562208718
5.11112E+11,6000a0c6be37ce2bb793011d,Baking,BAKING,6000a0c6be37ce2bb793011c,test brand @1610653894219,FALSE,TEST BRANDCODE @1610653894219
5.11111E+11,5fff3aa0be37ce2bb7930117,Baking,BAKING,5fff3aa0be37ce2bb7930116,test brand @1610562208600,FALSE,TEST BRANDCODE @1610562208600
5.11112E+11,5fff3aa0be37ce2bb7930118,Baking,BAKING,5fff3aa0be37ce2bb7930116,test brand @1610562208645,FALSE,TEST BRANDCODE @1610562208645
5.11111E+11,5fff3aa1be37ce2bb793011b,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610562209325,FALSE,TEST BRANDCODE @1610562209325
5.11111E+11,5fff3aa0be37ce2bb7930119,Baking,BAKING,5fff3aa0be37ce2bb7930116,test brand @1610562208680,FALSE,TEST BRANDCODE @1610562208680
5.11111E+11,6000b8c3be37ce321363c6c3,Baking,BAKING,6000b8c3be37ce321363c6bf,test brand @1610660035827,FALSE,TEST BRANDCODE @1610660035827
5.11111E+11,6000b8c3be37ce321363c6c2,Baking,BAKING,6000b8c3be37ce321363c6bf,test brand @1610660035788,FALSE,TEST BRANDCODE @1610660035788
5.11112E+11,6000b8c4be37ce321363c6c4,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610660036398,FALSE,TEST BRANDCODE @1610660036398
5.11111E+11,60019b82be37ce4f17e558d2,Baking,BAKING,60019b82be37ce4f17e558d1,test brand @1610718082493,FALSE,TEST BRANDCODE @1610718082494
5.11112E+11,585a973ee4b03e62d1ce0e97,Beverages,,5332f5fbe4b03c9a25efd0ba,Tropicana Trop 50,FALSE,
5.11112E+11,552ecc9be4b02ff29f99b214,,,5459429be4b0bfcb1e864082,Valu Time,,
5.11111E+11,580dffa7e4b0f32b2de21383,Frozen,,559c2234e4b06aca36af13c6,TGI Fridays,FALSE,T.G.I. FRIDAY'S
5.11112E+11,5a5d1d71e4b06ba572cf249c,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Cusquena,,CUSQUENA
5.11112E+11,5fb6b6e1be37ce522e165cbb,Bread & Bakery,BREAD_AND_BAKERY,5fb6b608be37ce522e165cb9,Arnold ,FALSE,ARNOLD
5.11111E+11,57ebc188e4b0ac389136a343,Beverages,,559c2234e4b06aca36af13c6,McCafÃ©,FALSE,MC CAFE
5.11111E+11,5afda307e4b03bf01c2a2966,Snacks,,5a734034e4b0d58f376be874,O-Ke-Doke,FALSE,O-KE-DOKE
5.11112E+11,5fcda494be37ce688e08b0ce,Baking,BAKING,5fcda494be37ce688e08b0cb,test brand @1607312532260,FALSE,TEST BRANDCODE @1607312532260
5.11112E+11,5da606c61dda2c3e1416ae87,Health & Wellness,,53e10d6368abd3c7065097cc,ALKA SELTZERÂ® ADULT HEARTBURN CHEWS/ GUMMY/ TAB,,ALKA SELTZER ADULT HEARTBURN CHEWS/ GUMMY/ TAB
5.11112E+11,5f19e054be37ce33f74a1672,Baking,BAKING,5f19e054be37ce33f74a166e,test brand @1595531348450,,TEST BRANDCODE @1595531348450
5.11112E+11,5f493dabbe37ce64d0ae36be,Baking,BAKING,5f493dabbe37ce64d0ae36ba,test brand @1598635435926,,TEST BRANDCODE @1598635435926
5.11111E+11,5fd29590be37ce38bbbefb26,Baking,BAKING,5fd29590be37ce38bbbefb25,test brand @1607636368135,FALSE,TEST BRANDCODE @1607636368136
5.11111E+11,5f493d85be37ce64d0ae36b2,Baking,BAKING,5f493d85be37ce64d0ae36b1,test brand @1598635397611,,
5.11111E+11,58861c7f4e8d0d20bc42c4fb,Breakfast & Cereal,,5332f5fbe4b03c9a25efd0ba,Quaker Oatmeal Squares,FALSE,
5.11112E+11,5dd59806a60b870fc613f7ca,Breakfast & Cereal,,5332f5f3e4b03c9a25efd0ae,Oatmeal Crispâ„¢ Cereal,,OATMEAL CRISP
5.11111E+11,58861c7e4e8d0d20bc42c4e4,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Milwaukee's Best Light,,
5.11112E+11,5ff3842abe37ce2c56dacbac,Baking,BAKING,5ff3842abe37ce2c56dacbab,test brand @1609794602668,FALSE,
5.11112E+11,5ff3842bbe37ce2c56dacbaf,Baking,BAKING,5ff3842bbe37ce2c56dacbad,test brand @1609794603283,FALSE,TEST BRANDCODE @1609794603283
5.11112E+11,5ec2dd58be37ce5234ec36b9,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,Phillips'Â®Digestive,FALSE,PHILLIPS'Â®DIGESTIVE
5.11112E+11,6000b8c3be37ce321363c6c1,Baking,BAKING,6000b8c3be37ce321363c6bf,test brand @1610660035741,FALSE,TEST BRANDCODE @1610660035741
5.11112E+11,6000b8c4be37ce321363c6c6,Baking,BAKING,6000b8c4be37ce321363c6c5,test brand @1610660036852,FALSE,
5.11111E+11,5ff3842bbe37ce2c56dacbae,Baking,BAKING,5ff3842bbe37ce2c56dacbad,test brand @1609794603236,FALSE,TEST BRANDCODE @1609794603237
5.11111E+11,5ff3842bbe37ce2c56dacbb1,Baking,BAKING,5ff3842bbe37ce2c56dacbad,test brand @1609794603367,FALSE,TEST BRANDCODE @1609794603367
5.11112E+11,5ff3842bbe37ce2c56dacbb0,Baking,BAKING,5ff3842bbe37ce2c56dacbad,test brand @1609794603327,FALSE,TEST BRANDCODE @1609794603327
5.11111E+11,5ff3842bbe37ce2c56dacbb2,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1609794603941,FALSE,TEST BRANDCODE @1609794603942
5.11112E+11,5ff73cf9be37ce1e961f3257,Baking,BAKING,5ff73cf9be37ce1e961f3256,test brand @1610038521409,FALSE,TEST BRANDCODE @1610038521409
5.11111E+11,60019b82be37ce4f17e558d3,Baking,BAKING,60019b82be37ce4f17e558d1,test brand @1610718082601,FALSE,TEST BRANDCODE @1610718082601
5.11112E+11,60019b83be37ce4f17e558d6,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610718083279,FALSE,TEST BRANDCODE @1610718083279
5.11111E+11,60074261be37ce360be639f6,Baking,BAKING,60074260be37ce360be639f5,test brand @1611088480964,FALSE,
5.11111E+11,60019b82be37ce4f17e558d5,Baking,BAKING,60019b82be37ce4f17e558d1,test brand @1610718082685,FALSE,TEST BRANDCODE @1610718082685
5.11112E+11,60019b83be37ce4f17e558d8,Baking,BAKING,60019b83be37ce4f17e558d7,test brand @1610718083421,FALSE,
5.11112E+11,60019b82be37ce4f17e558d4,Baking,BAKING,60019b82be37ce4f17e558d1,test brand @1610718082644,FALSE,TEST BRANDCODE @1610718082644
5.11111E+11,5ff8b5febe37ce4a13986614,Baking,BAKING,5ff8b5febe37ce4a13986613,test brand @1610135038186,FALSE,
5.11111E+11,5ff8b5fcbe37ce4a13986612,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610135036684,FALSE,TEST BRANDCODE @1610135036684
5.11112E+11,5ffe2df8be37ce5e01754c20,Baking,BAKING,5ffe2df8be37ce5e01754c1f,test brand @1610493432606,FALSE,
5.11112E+11,5ffe2e38be37ce5e01754c22,Baking,BAKING,5ffe2e38be37ce5e01754c21,test brand @1610493496943,FALSE,TEST BRANDCODE @1610493496943
5.11111E+11,5ffe2ca1be37ce5e01754c0e,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610493089082,FALSE,TEST BRANDCODE @1610493089082
5.11111E+11,5ff8b5fbbe37ce4a13986610,Baking,BAKING,5ff8b5fbbe37ce4a1398660d,test brand @1610135035614,FALSE,TEST BRANDCODE @1610135035614
5.11111E+11,5ffe2ce0be37ce5e01754c17,Baking,BAKING,5ffe2ce0be37ce5e01754c16,test brand @1610493152468,FALSE,
5.11112E+11,5ff8b5fbbe37ce4a13986611,Baking,BAKING,5ff8b5fbbe37ce4a1398660d,test brand @1610135035679,FALSE,TEST BRANDCODE @1610135035679
5.11112E+11,5ff8b5fbbe37ce4a1398660f,Baking,BAKING,5ff8b5fbbe37ce4a1398660d,test brand @1610135035546,FALSE,TEST BRANDCODE @1610135035546
5.11112E+11,5ffe2ca0be37ce5e01754c0a,Baking,BAKING,5ffe2ca0be37ce5e01754c09,test brand @1610493088286,FALSE,TEST BRANDCODE @1610493088287
5.11112E+11,5ffe2ca0be37ce5e01754c0c,Baking,BAKING,5ffe2ca0be37ce5e01754c09,test brand @1610493088459,FALSE,TEST BRANDCODE @1610493088459
5.11111E+11,5ffe2ca0be37ce5e01754c0b,Baking,BAKING,5ffe2ca0be37ce5e01754c09,test brand @1610493088421,FALSE,TEST BRANDCODE @1610493088421
5.11112E+11,5ffe2ca0be37ce5e01754c0d,Baking,BAKING,5ffe2ca0be37ce5e01754c09,test brand @1610493088494,FALSE,TEST BRANDCODE @1610493088494
5.11112E+11,5ff789d5be37ce786ba0f6a9,Baking,BAKING,5ff789d5be37ce786ba0f6a8,test brand @1610058197026,FALSE,
5.11111E+11,5ff789c5be37ce786ba0f6a6,Baking,BAKING,5ff789c5be37ce786ba0f6a2,test brand @1610058181760,FALSE,TEST BRANDCODE @1610058181760
5.11111E+11,5ff8b5fbbe37ce4a1398660e,Baking,BAKING,5ff8b5fbbe37ce4a1398660d,test brand @1610135035331,FALSE,TEST BRANDCODE @1610135035332
5.11112E+11,5ff789c6be37ce786ba0f6a7,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610058182453,FALSE,TEST BRANDCODE @1610058182453
5.11111E+11,5ff789c5be37ce786ba0f6a4,Baking,BAKING,5ff789c5be37ce786ba0f6a2,test brand @1610058181682,FALSE,TEST BRANDCODE @1610058181682
5.11112E+11,5ff789c5be37ce786ba0f6a5,Baking,BAKING,5ff789c5be37ce786ba0f6a2,test brand @1610058181719,FALSE,TEST BRANDCODE @1610058181719
5.11112E+11,5dc07bee1dda2c0ad7da64ac,Breakfast & Cereal,,5332f5f3e4b03c9a25efd0ae,Hershey'sâ„¢ Cereal,,HERSHEYS CEREAL
5.11111E+11,5f441280be37ce5dbe9b7c7f,Baking,BAKING,5f441280be37ce5dbe9b7c7d,test brand @1598296704728,,TEST BRANDCODE @1598296704728
5.11112E+11,58861c7e4e8d0d20bc42c4f5,Beverages,,53e10d6368abd3c7065097cc,Amp Energy,FALSE,AMP
5.11111E+11,5332f754e4b03c9a25efd112,,,5332f5ebe4b03c9a25efd0a8,Fuze,,
5.11112E+11,5d66d6a2a3a018093ab34727,Magazines,,5d5d4fd16d5f3b23d1bc7905,Eat This Not That Magazine,,5.11112E+11
5.11112E+11,592486bde410d61fcea3d120,Personal Care,,5332f5f6e4b03c9a25efd0b4,AXE,FALSE,AXE
5.11111E+11,5f493dabbe37ce64d0ae36bc,Baking,BAKING,5f493dabbe37ce64d0ae36ba,test brand @1598635435855,,TEST BRANDCODE @1598635435855
5.11112E+11,5fc54c0ebe37ce1911dbb3b6,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1606765582946,FALSE,TEST BRANDCODE @1606765582946
5.11112E+11,5332f712e4b03c9a25efd0f8,,,5332f712e4b03c9a25efd0f9,Kemps,,
5.11111E+11,5332f70ae4b03c9a25efd0f4,Beverages,,53e10d6368abd3c7065097cc,Barmen,,
5.11111E+11,5f7ba678be37ce23081c5297,Baking,BAKING,5f7ba678be37ce23081c5296,test brand @1601939064752,,
5.11112E+11,5c6d51d695144c607914426f,Breakfast & Cereal,,5c6d516795144c607914426e,alexa-o's,TRUE,ALEXA-O'S
5.11112E+11,5332f5f4e4b03c9a25efd0af,,,5332f5f2e4b03c9a25efd0aa,Frosted Mini-Wheats,,
5.11111E+11,5da607ef1dda2c3e1416ae89,Health & Wellness,,53e10d6368abd3c7065097cc,BayerÂ® ASPRIN TAB/ CAPS/ CHEWS,,5.11111E+11
5.11111E+11,5f99f720be37ce13da9eaded,Baking,BAKING,5f99f720be37ce13da9eadec,test brand @1603925792078,,
5.11112E+11,5d6417dda3a018514994f42a,Magazines,,5d5d4fd16d5f3b23d1bc7905,InStyle,,5.11112E+11
5.11111E+11,57e581dfe4b0ac389136a30e,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Steel Reserve,FALSE,STEEL RESERVE
5.11112E+11,5d603430a3a018514994f423,Snacks,,5332f5fbe4b03c9a25efd0ba,Pop Works & Company Popcorn,,POP WORKS & COMPANY
5.11112E+11,5a4d2489e4b0d5c3fd86b67a,Snacks,,5332f5fbe4b03c9a25efd0ba,SABRITONES,,SABRITONES
5.11111E+11,5d66def56d5f3b6188d4f052,Magazines,,5d5d4fd16d5f3b23d1bc7905,TIME Special Edition Magazine,,5.11111E+11
5.11111E+11,5a5d1ef1e4b0db471c2d0426,Grocery,,559c2234e4b06aca36af13c6,SURE-JELL,FALSE,SURE-JELL
5.11112E+11,5a5d26c7e4b06ba572cf24a5,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Terrapin,,TERRAPIN
5.11112E+11,588ba164e4b02187f85cdadf,Frozen,,559c2234e4b06aca36af13c6,Smart Made,FALSE,SMART MADE
5.11111E+11,5f872bd4be37ce66db5dd983,Baking,BAKING,5f872bd3be37ce66db5dd982,test brand @1602694099888,,
5.11111E+11,5d6415a26d5f3b23d1bc790b,Magazines,,5d5d4fd16d5f3b23d1bc7905,Coastal Living Magazine,,5.11111E+11
5.11111E+11,5a8c5ee7e4b07f0a2dac8948,Personal Care,,5332f5f6e4b03c9a25efd0b4,LOVE BEAUTY AND PLANET,FALSE,LOVE BEAUTY AND PLANET
5.11111E+11,5daf2a6b1dda2c3e1416ae91,Health & Wellness,,5332f5f3e4b03c9a25efd0ae,Protein Oneâ„¢,,PROTEIN ONE
5.11111E+11,5332f753e4b03c9a25efd110,,,5332f5ebe4b03c9a25efd0a8,Sugar Free NOS,,
5.11112E+11,5d66e03f6d5f3b6188d4f054,Magazines,,5d5d4fd16d5f3b23d1bc7905,Yoga Journal Magazine,,5.11112E+11
5.11111E+11,5ea07e02be37ce3e45b6a781,Baking,BAKING,5ea07defbe37ce3e45b6a780,Show this Brand A,,
5.11112E+11,585a9707e4b03e62d1ce0e90,Snacks,,5332f5fbe4b03c9a25efd0ba,Smartfood Selects,,
5.11112E+11,5f99f71bbe37ce13da9eade8,Baking,BAKING,5f99f71bbe37ce13da9eade6,test brand @1603925787381,,TEST BRANDCODE @1603925787381
5.11111E+11,57ebc02be4b0ac389136a339,Beverages,,559c2234e4b06aca36af13c6,Kool-Aid,FALSE,KOOL-AID
5.11111E+11,5332f5f5e4b03c9a25efd0b1,,,5332f5ebe4b03c9a25efd0a8,Minute Maid,,
5.11111E+11,5f7ba645be37ce23081c528b,Baking,BAKING,5f7ba644be37ce23081c5289,test brand @1601939013241,,TEST BRANDCODE @1601939013241
5.11111E+11,58861c7d4e8d0d20bc42c4d7,Grocery,,559c2234e4b06aca36af13c6,Velveeta Shells,FALSE,
5.11112E+11,5332f7b5e4b03c9a25efd141,,,5332f7a7e4b03c9a25efd134,Margaritaville,,
5.11112E+11,5f403232be37ce5f78d9ed1b,Baking,BAKING,5f403232be37ce5f78d9ed1a,test brand @1598042674677,,
5.11111E+11,5fb81ab9be37ce522e165cdc,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,AbsolutÂ® Citron,FALSE,ABSOLUTÂ® CITRON
5.11112E+11,5fb7fa35be37ce522e165cc9,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,AvionÂ® R44,FALSE,AVION R44
5.11111E+11,5332fa79e4b03c9a25efd227,,,5332f5ebe4b03c9a25efd0a8,Caffeine-free Coca-Cola,,
5.11111E+11,5fd2a0bfbe37ce49eb72c0f2,Baking,BAKING,5fd2a0bfbe37ce49eb72c0ef,test brand @1607639231710,FALSE,TEST BRANDCODE @1607639231710
5.11112E+11,53501d2ab9237fd7718f9e1b,,,53501d2ab9237fd7718f9e1a,Screamin Sicilian,,
5.11112E+11,5a5d239de4b0db471c2d042a,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Miller Fortune,,MILLER FORTUNE
5.11112E+11,592486bee410d61fcea3d131,Personal Care,,5332f5f6e4b03c9a25efd0b4,LEVER 2000,FALSE,LEVER 2000
5.11111E+11,5da603a71dda2c3e1416ae82,Baby,BABY,5d9b4f591dda2c6225a284aa,A+DÂ®,FALSE,A+D
5.11111E+11,5db3288aee7f2d6de4248977,Baby,,550b2565e4b001d5e9e4146f,Pull-Ups,TRUE,PULLUPS
5.11111E+11,5f5bc4f1be37ce17125ac0e7,Baking,BAKING,5f5bc4f1be37ce17125ac0e6,test brand @1599849713170,,
5.11112E+11,5fc54c0abe37ce1911dbb3b2,Baking,BAKING,5fc54c0abe37ce1911dbb3b1,test brand @1606765578434,FALSE,TEST BRANDCODE @1606765578435
5.11111E+11,5332f5fbe4b03c9a25efd0bb,Beverages,,5332f5fbe4b03c9a25efd0ba,Mountain Dew,FALSE,MOUNTAIN DEW
5.11111E+11,57ebc12ce4b0ac389136a33c,Condiments & Sauces,,559c2234e4b06aca36af13c6,Kraft Mayo,FALSE,
5.11111E+11,585a9720e4b03e62d1ce0e94,Snacks,,5332f5fbe4b03c9a25efd0ba,Sun Chips,,SUN CHIPS
5.11112E+11,5f4bf557be37ce0b4491554e,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1598813527796,,TEST BRANDCODE @1598813527796
5.11112E+11,592486bfe410d61fcea3d138,Beverages,,5332f5f6e4b03c9a25efd0b4,PURE LEAF Tea Leaves,FALSE,PURE LEAF Tea Leaves
5.11111E+11,5887a320e4b02187f85cdad8,Snacks,,559c2234e4b06aca36af13c6,Corn Nuts,FALSE,CORN NUTS
5.11112E+11,57d95753e4b0ac389136a2b3,Dairy,,559c2234e4b06aca36af13c6,Breakstone's,FALSE,BREAKSTONE'S
5.11111E+11,5a5d263ee4b06ba572cf24a4,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Sparks,FALSE,SPARKS
5.11111E+11,5f4a7a5dbe37ce2d95e65ca2,Baking,BAKING,5f4a7a5bbe37ce2d95e65c9f,test brand @1598716509357,,TEST BRANDCODE @1598716509358
5.11111E+11,5887a143e4b02187f85cdad2,Beverages,,559c2234e4b06aca36af13c6,Maxwell House,FALSE,MAXWELL HOUSE
5.11112E+11,5332f7b5e4b03c9a25efd142,,,5332f7a7e4b03c9a25efd134,Beck's,,
5.11112E+11,5f5bc4f2be37ce17125ac0ed,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1599849714378,,TEST BRANDCODE @1599849714378
5.11112E+11,5f4a64e7be37ce17d23b317a,Baking,BAKING,5f4a64e7be37ce17d23b3178,test brand @1598711015496,,TEST BRANDCODE @1598711015496
5.11112E+11,5a5d2b20e4b0db471c2d0434,Canned Goods & Soups,,5332f5f6e4b03c9a25efd0b4,Continental,,CONTINENTAL SOUP
5.11111E+11,5e3875f5ee7f2d697e835bcf,Beauty,,5e28b81cee7f2d697e835bcd,Garnier - Hair Color,,GARNIER - HAIR COLOR
5.11111E+11,5ec2dc5fbe37ce5234ec36b8,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,AFRINÂ® NASAL SPRAY,FALSE,AFRINÂ® NASAL SPRAY
5.11112E+11,5daf4867a60b87376833e35f,Dairy,,5332f5f3e4b03c9a25efd0ae,GoodbellyÂ® Probiotics,,GOODBELLY
5.11111E+11,592486bee410d61fcea3d134,Personal Care,,5332f5f6e4b03c9a25efd0b4,NEXXUS,FALSE,NEXXUS
5.11111E+11,5a8c3226e4b07f0a2dac8942,Beverages,,5a734034e4b0d58f376be874,V8,FALSE,V8
5.11112E+11,55b630a4e4b0d8e685c1421c,,,55b62995e4b0d8e685c14213,Dr. Pepper,,
5.11111E+11,5a5d2ac5e4b06ba572cf24a7,Condiments & Sauces,,53e10d6368abd3c7065097cc,Colman's,,COLMAN'S
5.11112E+11,5a8c344ae4b0ccf165fac9e5,Condiments & Sauces,,5a734034e4b0d58f376be874,Prego,FALSE,PREGO
5.11112E+11,5fc54c0bbe37ce1911dbb3b4,Baking,BAKING,5fc54c0abe37ce1911dbb3b1,test brand @1606765578985,FALSE,TEST BRANDCODE @1606765578985
5.11112E+11,5e710e03ee7f2d0b35b2a194,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,5e5ea9cc9c50da1291a6d074,BRUMMEL & BROWN,,BRUMMEL & BROWN
5.11112E+11,5daf43251dda2c3e1416ae95,Dairy,,5332f5f3e4b03c9a25efd0ae,YQ by YoplaitÂ®,,YQ YOPLAIT
5.11112E+11,5d66d597a3a018093ab34726,Magazines,,5d5d4fd16d5f3b23d1bc7905,Diabetic Living Magazine,,5.11112E+11
5.11111E+11,5d658ffa6d5f3b23d1bc7914,,,53e10d6368abd3c7065097cc,Diabetic Living Magazine,,
5.11111E+11,5fa98944be37ce239d107102,Baking,BAKING,5fa98944be37ce239d1070ff,test brand @1604946244833,FALSE,TEST BRANDCODE @1604946244833
5.11111E+11,5da6076f1dda2c3e1416ae88,Health & Wellness,,53e10d6368abd3c7065097cc,ALKA SELTZERÂ® PLUS COLD AND FLU TAB/ CAPS/ GEL,,ALKA SELTZER COLD AND FLU TAB/ CAPS/ GEL
5.11111E+11,5f19e055be37ce33f74a1673,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1595531349206,,TEST BRANDCODE @1595531349206
5.11112E+11,5da60915a60b87376833e355,Health & Wellness,,53e10d6368abd3c7065097cc,ONE A DAYÂ® HEART HEALTH,,5.11112E+11
5.11112E+11,5c4637ba87ff35681e840d57,Dairy,,5c45f8b087ff3552f950f026,Brand2,TRUE,9090909090
5.11111E+11,5332f7afe4b03c9a25efd13e,,,5332f7a7e4b03c9a25efd134,Bud Light Lime,,
5.11111E+11,5da609621dda2c3e1416ae8f,Health & Wellness,,53e10d6368abd3c7065097cc,ONE A DAYÂ® PRENATAL AND PREGNANCY,,5.11111E+11
5.11112E+11,5a7e0665e4b0aedb3b84afd4,,,55b62995e4b0d8e685c14213,Diet Chris Cola,,DIETCHRIS2
5.11111E+11,5332f73ee4b03c9a25efd108,,,5332f5ebe4b03c9a25efd0a8,Dr Pepper,,
5.11112E+11,5ca6383b166eb32e98e0e450,Deli,,559c2234e4b06aca36af13c6,Bold Butcher,,BOLD BUTCHER
5.11112E+11,585a9686e4b03e62d1ce0e81,Snacks,,5332f5fbe4b03c9a25efd0ba,Lay's Original,TRUE,LAY'S
5.11111E+11,585a96e0e4b03e62d1ce0e8a,Snacks,,5332f5fbe4b03c9a25efd0ba,Quaker Chewy,FALSE,
5.11111E+11,592486bde410d61fcea3d121,Frozen,FROZEN,5332f5f6e4b03c9a25efd0b4,BEN & JERRY'S,TRUE,BEN & JERRY'S
5.11112E+11,5f4a7a5dbe37ce2d95e65ca1,Baking,BAKING,5f4a7a5bbe37ce2d95e65c9f,test brand @1598716509304,,TEST BRANDCODE @1598716509304
5.11111E+11,5332fa7ae4b03c9a25efd22a,,,5332f5ebe4b03c9a25efd0a8,Pibb Xtra,,
5.11111E+11,5c6c2f9295144c6db8fe1977,Beverages,,5c6c2ee995144c6db8fe1976,"new-brand, of course",TRUE,FRS920
5.11112E+11,5f403231be37ce5f78d9ed15,Baking,BAKING,5f403231be37ce5f78d9ed14,test brand @1598042673378,,TEST BRANDCODE @1598042673378
5.11112E+11,5bcdfc5990fa074576779a15,Beverages,,5a734034e4b0d58f376be874,V8 Hydrate,FALSE,V8 HYDRATE
5.11111E+11,57d95805e4b0ac389136a2b5,Beverages,,559c2234e4b06aca36af13c6,Country Time,FALSE,COUNTRY TIME
5.11111E+11,540f240768abd3c7065097d4,,,56462469e4b0c05761111936,Frito Lay,,
5.11111E+11,60074277be37ce360be63a00,Baking,BAKING,60074277be37ce360be639fe,test brand @1611088503732,FALSE,TEST BRANDCODE @1611088503732
5.11111E+11,585a96ade4b03e62d1ce0e84,Beverages,,5332f5fbe4b03c9a25efd0ba,Naked Juice,,NAKED JUICE
5.11112E+11,592486bde410d61fcea3d122,Frozen,,5332f5f6e4b03c9a25efd0b4,BREYERS,TRUE,BREYERS
5.11112E+11,5fa1c567be37ce402c4618f2,Baking,BAKING,5fa1c567be37ce402c4618ef,test brand @1604437351646,FALSE,TEST BRANDCODE @1604437351646
5.11111E+11,5d66d4666d5f3b6188d4f046,Magazines,,5d5d4fd16d5f3b23d1bc7905,Country Gardens Magazine,,5.11111E+11
